Hour,T1,T2,T3,O2,CO2,H2O,Action,Reward
45.166666666666664,63.327576,63.327576,63.327576,19.003202,0.08366458,0.5327932,1,27.017145614211717
45.333333333333336,63.410213,63.410213,63.410213,18.64428,0.087253824,0.5324872,0,27.014015375522163
45.5,63.453693,63.453693,63.453693,18.28692,0.09082742,0.53218085,0,25.010901351891782
45.666666666666664,63.462017,63.462017,63.462017,17.930393,0.094392695,0.53187436,0,22.95934370885688
45.833333333333336,63.438656,63.438656,63.438656,17.574024,0.09795637,0.53156817,0,21.190143588812163
46.0,63.3866,63.3866,63.3866,17.217209,0.101524524,0.5312624,0,16.87396612448352
46.166666666666664,63.191734,63.191734,63.191734,18.8594,0.08408209,0.5306523,1,27.019939512705783
46.333333333333336,63.27218,63.27218,63.27218,18.49795,0.08769659,0.5303493,0,27.01677944006172
46.5,63.313522,63.313522,63.313522,18.137989,0.0912962,0.530046,0,25.013634800276872
46.666666666666664,63.319668,63.319668,63.319668,17.778801,0.09488808,0.52974266,0,22.52120714713836
46.833333333333336,63.294018,63.294018,63.294018,17.419727,0.09847882,0.5294395,0,19.64020731425966
47.0,63.122837,63.122837,63.122837,19.060175,0.08165948,0.52883416,1,27.02508923125942
